"URI","Title","RecordId","Authority","Coin Type URI","Date on Object","Degree","Deity","Denomination","Department","Diameter","Dynasty","Engraver","Era","Findspot","Findspot URI","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Weight","Year","Date Record Modified"
"http://numismatics.org/search/id/1975.93.180","Glass Weight, NE Africa, 996 - 1021. 1975.93.180","1975.93.180","al-Hakim","","","","","","Islamic","29.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.60","NE Africa","","","4.21","996|1021","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1975.93.179","Glass Weight, NE Africa, 996 - 1021. 1975.93.179","1975.93.179","al-Hakim","","","","","","Islamic","32.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.60","NE Africa","","","8.29","996|1021","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1917.216.210","B 50 centime of Borel Lavalley and Co., Suez, 1865. 1917.216.210","1917.216.210","Borel Lavalley and Co.","","","","","50 centime","Islamic","20.4","Egypt tokens","","CE","","","","","","B","Suez","TRAVAUX DU CANAL DE SUEZ / EGYPT","ship","Token","","Gadoury.Suez.2.2","NE Africa","BOREL LAVALLEY ET COMPIE / 1865 / BON POUR 50 CENTIMES","two stars","","1865","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1917.216.209","B franc of Borel Lavalley and Co., Suez, 1865. 1917.216.209","1917.216.209","Borel Lavalley and Co.","","","","","franc","Islamic","27.0","Egypt tokens","","CE","","","","","","B","Suez","TRAVAUX DU CANAL DE SUEZ / EGYPT","ship","Token","","Gadoury.Suez.2.3","NE Africa","BOREL LAVALLEY ET COMPIE / 1865 / BON POUR 1 FRANC","two stars","","1865","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1974.268.226","Glass wuqiyya of Muhammad b. Shurahbil, NE Africa, 755 - 758. 1974.268.226","1974.268.226","Muhammad b. Shurahbil|`Abd al-Malik b. Yazid","","","","","wuqiyya","Islamic","","`Abbasid","","H","","","","","","Glass","","`Abd al-Malik b. Yazid / Muhammad b. Shurahbil","","Weight","","","NE Africa","","","","755|758","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1923.150.185","Glass Weight, NE Africa, 996 - 1021. 1923.150.185","1923.150.185","al-Hakim","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.74","NE Africa","","","1.5","996|1021","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1992.116.757"," Coin, Syria, 1948 - 1992. 1992.116.757","1992.116.757","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1974.268.148","Glass mithqal fals 36 kharruba of Qutayba b. Ziyad, NE Africa, 775 - 776. 1974.268.148","1974.268.148","Qutayba b. Ziyad|Matar","","","","","mithqal fals 36 kharruba","Islamic","35.0","`Abbasid","","","","","","","","Glass","","same as B.533","same as B.533","Weight","","EIGS.284","NE Africa","","","6.941","775|776","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1944.100.52922","Glass Coin weight, NE Africa, 1094 - 1101. 1944.100.52922","1944.100.52922","al-Musta`li","","","","","","Islamic","17.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.349","NE Africa","","","1.47","1094|1101","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1917.215.4489","Glass rub` qist, NE Africa, 717 - 720. 1917.215.4489","1917.215.4489","Hayyan b. Shurayh","","","","","rub` qist","Islamic","26.0","Umayyad glass","","","","","","","","Glass","","amara Hayyan / b. Shurayh / BRB`R LLS[...] / waf","","Vessel stamp","","","NE Africa","","","","717|720","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1917.215.4490","Glass rub` qist of Junada b. Maysara, NE Africa, 729 - 730. 1917.215.4490","1917.215.4490","Junada b. Maysara|`Ubayd Allah b. al-Habhab","","","","","rub` qist","Islamic","43.0","Umayyad glass","","H","","","","","","Glass","","bism Allah / amara `Ubayd Allah / b. al-Habhab rub` / [qi]st `ala yaday Juna / [d]a b. Maysara san[a / i]hda `ashara / mi'a","","Vessel stamp","","","NE Africa","","","","729|730","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/0000.999.33769","Glass Coin weight, NE Africa, 1240 - 1400. 0000.999.33769","0000.999.33769","Muhammad b. Shahin","","","","","","Islamic","20.0","Mamluk glass","","","","","","","","Glass","","illegible","","Coin weight","","","NE Africa","","","2.929","1240|1400","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/0000.999.33770","Glass Coin weight, NE Africa, 1240 - 1400. 0000.999.33770","0000.999.33770","Muhammad b. Shahin","","","","","","Islamic","22.0","Mamluk glass","","","","","","","","Glass","","center: Muhammad; margin: illegible","","Coin weight","","","NE Africa","","","2.973","1240|1400","2016-08-02T19:12:01Z"
"http://numismatics.org/search/id/1988.11.6","Cn 100 fils, Syria, 1985. 1988.11.6","1988.11.6","Husayn","","","","","dirham|100 fils","Islamic","","Jordan--Kingdom","","H","","","","","","Cn","","","","Coin","","","Syria","","","","1985","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1954.159.205","Glass Weight, NE Africa, 1229 - 1517. 1954.159.205","1954.159.205","","","","","","","Islamic","","Mamluk glass","","","","","","","","Glass","","","straight hexagram with pellet","Weight","","","NE Africa","","","6.041","1229|1517","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1954.159.195","Glass Weight, NE Africa, 1100 - 1200. 1954.159.195","1954.159.195","","","","","","","Islamic","21.0","Fatimid imitation","","","","","","","","Glass","","","","Weight","","","NE Africa","","","3.035","1100|1200","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1916.71.1","Brass? Token, Turkey. 1916.71.1","1916.71.1","Abd'al Hamid II","","","","","","Islamic","22.0","","","","","","","","","Brass?","","+KOIMHCIC OEOTOKOY * DARDANELC","cross","Token","","","Turkey","","","1.001","","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1986.100.16","Copper mil, Syria, 1939. 1986.100.16","1986.100.16","","","","","","mil","Islamic","","Palestine--British","","CE","","","","","","Copper","","","","Coin","","","Syria","","","","1939","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1974.268.955","Glass Weight, NE Africa, 1229 - 1517. 1974.268.955","1974.268.955","","","","","","","Islamic","22.0","Mamluk glass","","","","","","","","Glass","","","buqjah","Weight","","","NE Africa","","","5.881","1229|1517","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/0000.999.34086","Stone Seal, uncertain. 0000.999.34086","0000.999.34086","","","","","","","Islamic","","Sasanian","","","","","","","","Stone","","","bust","Seal","","","uncertain","","","","","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1992.116.974"," Coin, Syria, 1948 - 1992. 1992.116.974","1992.116.974","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1975.93.1112","Glass mikyala hulba, NE Africa, 750 - 850. 1975.93.1112","1975.93.1112","","","","","","mikyala hulba","Islamic","28.0","`Abbasid","","","","","","","","Glass","","mikyala / hulba","","Vessel stamp","","","NE Africa","","","","750|850","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/0000.999.33369","Glass Coin weight, NE Africa, 1100 - 1200. 0000.999.33369","0000.999.33369","","","","","","","Islamic","25.0","Fatimid imitation","","","","","","","","Glass","","","","Coin weight","","","NE Africa","","","5.854","1100|1200","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/0000.999.33370","Glass Coin weight, NE Africa, 1100 - 1200. 0000.999.33370","0000.999.33370","","","","","","","Islamic","20.0","Fatimid imitation","","","","","","","","Glass","","","","Coin weight","","","NE Africa","","","2.359","1100|1200","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1975.93.1134","Glass mikyala al-sukk, NE Africa, 750 - 850. 1975.93.1134","1975.93.1134","","","","","","mikyala al-sukk","Islamic","30.0","`Abbasid","","","","","","","","Glass","","mikyala / al-sukk","","Vessel stamp","","","NE Africa","","","","750|850","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1944.100.52992","Glass Coin weight, NE Africa, 975 - 996. 1944.100.52992","1944.100.52992","al-`Aziz","","","","","","Islamic","22.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.52","NE Africa","","","2.85","975|996","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1992.37.8","B fals, Bukhara, 965 - 966. 1992.37.8","1992.37.8","Mansur b. Nuh","","","","","fals","Islamic","21.0","Samanid","","H","H 92.37","","","","","B","Bukhara","","","Coin","","Album.","Central Asia","","","1.9","965|966","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1953.133.24","Ab 25 piastre, Syria, 1952. 1953.133.24","1953.133.24","","","","","","25 piastre","Islamic","23.0","Lebanon--Republic","","CE","","","","","","Ab","","REPUBLIQUE LIBANAISE","cedar tree","Coin","","KM.16","Syria","25 PIASTRES","legend superimposed on wreath","4.07","1952","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1957.155.27","St Uncertain, uncertain. 1957.155.27","1957.155.27","","","","","","","Islamic","","","","","","","","","","St","","","","Uncertain","","","uncertain","","","","","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1974.268.82","Glass mithqal nisf, NE Africa, 754 - 775. 1974.268.82","1974.268.82","al-Mansur Caliph","","","","","mithqal nisf","Islamic","22.0","`Abbasid","","","","","","","","Glass","","mimma amara bihi / `Abd Allah `Abd Allah / amir al-mu'minin aw / fu al-kayl wa la taku / nu min al-mukhasirin / mithqal nisf / waf","crescent facing up above first line","Weight","","","NE Africa","","","2.11","754|775","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1971.89.21","Sc dirham, Balkh, 1203 - 1204. 1971.89.21","1971.89.21","al-Nasir","","","","","dirham","Islamic","33.0","`Abbasid","","","","","","","","Sc","Balkh","","","Coin","","","Mashriq","","","4.126","1203|1204","2016-08-02T19:12:02Z"
"http://numismatics.org/search/id/1954.159.169","Glass mikyala nafis of Muslim b. al-`Arraf, NE Africa, 738 - 739. 1954.159.169","1954.159.169","Muslim b. al-`Arraf|al-Qasim b. `Ubayd Allah","","","","","mikyala nafis","Islamic","45.0","Umayyad glass","","H","","","","","","Glass","","bism Allah / mimma amara bihi al-a / mir al-Qasim b. / `Ubayd Allah mikyala SFARBH nafis wa / [...] `ala yaday Muslim b. / al-`Arraf sana [i / h]da wa `ashrin wa mi'a","","Vessel stamp","","","NE Africa","","","","738|739","2016-08-02T19:12:03Z"
"http://numismatics.org/search/id/1954.159.170","Glass mikyala nabq of Zaffar b. Shabba, NE Africa, 739 - 740. 1954.159.170","1954.159.170","Zaffar b. Shabba|al-Qasim b. `Ubayd Allah","","","","","mikyala nabq","Islamic","","Umayyad glass","","H","","","","","","Glass","","bism Allah amara / [...al]-Qasim b. `Ubayd / [Alla]h mikyala nabq / waf `ala yaday u / Zaffar b. Shabba sa[na / ithnayn] wa `ash[rin / wa mi'a]","","Vessel stamp","","","NE Africa","","","","739|740","2016-08-02T19:12:03Z"
"http://numismatics.org/search/id/1974.268.67","Glass mithqal fals 30 kharruba of Mukhallad ..., NE Africa, 749 - 750. 1974.268.67","1974.268.67","Mukhallad ...|`Abd al-Malik b. Marwan","","","","","mithqal fals 30 kharruba","Islamic","","Umayyad glass","","","","","","","","Glass","","bism Allah / amara al-amir `Abd a / l-Malik b. Marwan aslahahu / Allah bi-tab`at miqal (sic) fals / thalathin kharruba waf / `ala yaday Mukhallad / ...","","Weight","","EIGS.148","NE Africa","","","","749|750","2016-08-02T19:13:03Z"
"http://numismatics.org/search/id/1975.93.381","Glass Weight, NE Africa, 1021 - 1036. 1975.93.381","1975.93.381","al-Zahir","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.178","NE Africa","","","5.96","1021|1036","2016-08-02T19:13:03Z"
"http://numismatics.org/search/id/1992.116.346"," Coin, Syria, 1948 - 1992. 1992.116.346","1992.116.346","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:13:03Z"
"http://numismatics.org/search/id/1975.93.676","Glass Weight, NE Africa, 1101 - 1130. 1975.93.676","1975.93.676","al-Amir","","","","","","Islamic","17.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.368","NE Africa","","","1.47","1101|1130","2016-08-02T19:13:03Z"
"http://numismatics.org/search/id/1932.98.68","Nickel 10 para, Qustantiniyya, 1914 - 1915. 1932.98.68","1932.98.68","Muhammad V","","","","","onluk|10 para","Islamic","19.0","Ottoman","","","","","","","","Nickel","Qustantiniyya","","","Coin","","KM.768","SE Europe","","","0.265","1914|1915","2016-08-02T19:13:04Z"
"http://numismatics.org/search/id/1974.268.326","Glass rub` qist rakhm, NE Africa, 717 - 720. 1974.268.326","1974.268.326","Hayyan b. Shurayh","","","","","rub` qist rakhm","Islamic","31.0","Umayyad glass","","","","","","","","Glass","","amara Hayyan b. / Shurayh rub` / qist [li'l-ra]khm / waf","","Vessel stamp","","","NE Africa","","","","717|720","2016-08-02T19:13:04Z"
"http://numismatics.org/search/id/1985.170.27","Sc dirham, Arrajan, 958 - 959. 1985.170.27","1985.170.27",""`Adud al-Dawla, Rukn al-Dawla"","","","","","dirham","Islamic","","Buyid","","H","H counterfeit dirhams","","","","","Sc","Arrajan","","","Cf","","","Mashriq","","","","958|959","2016-08-02T19:13:04Z"
"http://numismatics.org/search/id/1968.149.2","Ab 5 agora, Syria, 1967 - 1968. 1968.149.2","1968.149.2","","","","","","5 agora","Islamic","18.0","Israel","","HE","","","","","","Ab","","","3 pomegranates","Coin","","KM.25","Syria","","den. and legend","2.29","1967|1968","2016-08-02T19:13:04Z"
"http://numismatics.org/search/id/1975.93.187","Glass Weight, NE Africa, 996 - 1021. 1975.93.187","1975.93.187","al-Hakim","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.70","NE Africa","","","5.6","996|1021","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1992.116.493"," Coin, Syria, 1948 - 1992. 1992.116.493","1992.116.493","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1992.116.503"," Coin, Syria, 1948 - 1992. 1992.116.503","1992.116.503","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1975.93.322","Glass Weight, NE Africa, 996 - 1021. 1975.93.322","1975.93.322","al-Hakim","","","","","","Islamic","13.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.150","NE Africa","","","0.72","996|1021","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1956.163.782","Glass Coin weight, NE Africa, 996 - 1021. 1956.163.782","1956.163.782","al-Hakim","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.121var.","NE Africa","","","1.49","996|1021","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1975.93.197","Glass Weight, NE Africa, 996 - 1021. 1975.93.197","1975.93.197","al-Hakim","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.74","NE Africa","","","1.48","996|1021","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1975.93.207","Glass Weight, NE Africa, 996 - 1021. 1975.93.207","1975.93.207","al-Hakim","","","","","","Islamic","13.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.74","NE Africa","","","0.73","996|1021","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1940.125.372","Copper 100 dinar, Tihran, 1885 - 1886. 1940.125.372","1940.125.372","Nasir al-Din","","","","","100 dinar","Islamic","30.0","Qajar","","H","","","","","","Copper","Tihran","","","Coin","","KM.4","Mashriq","","","","1885|1886","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1984.120.5","Glass dirham 16 qirat, NE Africa, 749 - 835. 1984.120.5","1984.120.5","anonymous","","","","","dirham 16 qirat","Islamic","","`Abbasid","","H","","","","","","Glass","","at 4 sides: al-dirham / sitta / `ashara / qirat; in center: ja'iz","","Weight","","","NE Africa","","","","749|835","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1944.100.52990","Glass Coin weight, NE Africa, 1218 - 1237. 1944.100.52990","1944.100.52990","al-Kamil","","","","","","Islamic","31.0","Ayyubid glass","","","","","","","","Glass","","","","Coin weight","","","NE Africa","","","8.55","1218|1237","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1944.100.52989","Glass Coin weight, NE Africa, 1179 - 1225. 1944.100.52989","1944.100.52989","al-Imam","","","","","","Islamic","15.0","Ayyubid glass","","","","","","","","Glass","","","","Coin weight","","","NE Africa","","","1.34","1179|1225","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1995.62.53","Cn 5 ouguiya of Central Bank of Mauritania, Nouakchott, 1990. 1995.62.53","1995.62.53","Central Bank of Mauritania","","","","","5 ouguiya","Islamic","25.0","Mauritania--Republic","","CE","","","","","","Cn","Nouakchott","Banque Centrale de Mauritanie 5 Ouguiya","","Coin","","Km.3","Maghrib","Al-Bank al-Markazi al-Muritani Owqiyat (1410)","","","1990","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/1966.274.11","Cn lira, Syria, 1965 - 1966. 1966.274.11","1966.274.11","","","","","","lira","Islamic","27.0","Israel","","HE","","","","","","Cn","","","menorah","Coin","","KM.37","Syria","","den.","9.01","1965|1966","2016-08-02T19:13:05Z"
"http://numismatics.org/search/id/0000.999.33685","Glass Coin weight, NE Africa, 1229 - 1517. 0000.999.33685","0000.999.33685","","","","","","","Islamic","","Mamluk glass","","","","","","","","Glass","","","hexagram on hexagram","Coin weight","","","NE Africa","","","3.026","1229|1517","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1975.93.1178","Glass Vessel stamp, NE Africa, 750 - 850. 1975.93.1178","1975.93.1178","","","","","","","Islamic","14.0","`Abbasid","","","","","","","","Glass","","[A]llah / ... BAN sana / ...","","Vessel stamp","","","NE Africa","","","","750|850","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1969.201.7","Cn millieme, NE Africa, 1938. 1969.201.7","1969.201.7","Faruq","","","","","millieme","Islamic","","Egypt--Kingdom","","CE","","","","","","Cn","","","","Coin","","","NE Africa","","","","1938","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1975.93.199","Glass Weight, NE Africa, 996 - 1021. 1975.93.199","1975.93.199","al-Hakim","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.74","NE Africa","","","1.47","996|1021","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1975.93.210","Glass Weight, NE Africa, 996 - 1021. 1975.93.210","1975.93.210","al-Hakim","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.75","NE Africa","","","5.83","996|1021","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1975.93.209","Glass Weight, NE Africa, 996 - 1021. 1975.93.209","1975.93.209","al-Hakim","","","","","","Islamic","14.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.74","NE Africa","","","0.72","996|1021","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1965.144.72","Glass [10 dirham], NE Africa. 1965.144.72","1965.144.72","","","","","","[10 dirham]","Islamic","","Fatimid glass","","","","","","","","Glass","","","","Weight","","","NE Africa","","","29.541","","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1952.185.3","Stone Seal, Mashriq, AD 224 - 652. 1952.185.3","1952.185.3","","","","","","","Islamic","","Sasanian","","","","","","","","Stone","","","standing goat","Seal","","","Mashriq","","","","224|652","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1974.268.702","Glass Weight, NE Africa, 1100 - 1200. 1974.268.702","1974.268.702","","","","","","","Islamic","27.0","Fatimid imitation","","","","","","","","Glass","","","","Weight","","","NE Africa","","","5.839","1100|1200","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1974.268.692","Glass Weight, NE Africa, 1100 - 1200. 1974.268.692","1974.268.692","","","","","","","Islamic","16.0","Fatimid imitation","","","","","","","","Glass","","","","Weight","","","NE Africa","","","1.569","1100|1200","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1956.137.87"," Coin, Dar al-`Ibada Yazd, 1813 - 1814. 1956.137.87","1956.137.87","Fath `Ali Shah","","","","","","Islamic","","Qajar","","H","","","","","","","Dar al-`Ibada Yazd","","","Coin","","","Mashriq","","","","1813|1814","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1945.12.1","Cn 2 qirsh, NE Africa, 1944. 1945.12.1","1945.12.1","Faruq","","","","","2 qirsh","Islamic","","Egypt--Kingdom","","CE","","","","","","Cn","","","","Coin","","","NE Africa","","","","1944","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1965.20.24","Cn riyal, Mashriq, 1955 - 1956. 1965.20.24","1965.20.24","Muhammad Rida","","","","","riyal","Islamic","","Iran--Kingdom","","SH","","","","","","Cn","","","","Coin","","KM.138","Mashriq","","","","1955|1956","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1992.116.198"," Coin, Syria, 1948 - 1992. 1992.116.198","1992.116.198","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1992.116.208"," Coin, Syria, 1948 - 1992. 1992.116.208","1992.116.208","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/1975.93.164","Glass Weight, NE Africa, 975 - 996. 1975.93.164","1975.93.164","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.52","NE Africa","","","5.13","975|996","2016-08-02T19:13:06Z"
"http://numismatics.org/search/id/0000.999.33254","Glass Coin weight, NE Africa, 1100 - 1200. 0000.999.33254","0000.999.33254","","","","","","","Islamic","","Fatimid imitation","","","","","","","","Glass","","","","Coin weight","","","NE Africa","","","1.445","1100|1200","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1917.215.3965","Glass Coin weight, NE Africa, 975 - 996. 1917.215.3965","1917.215.3965","al-`Aziz","","","","","","Islamic","17.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.57","NE Africa","","","1.46","975|996","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1973.6.14","Lead [wuqiyya], NE Africa, 909 - 1172. 1973.6.14","1973.6.14","","","","","","[wuqiyya]","Islamic","27.0","Fatimid","","","","","","","","Lead","","MAAHM lillah / ... / ...","","Weight","","","NE Africa","effaced","","35.785","909|1172","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1947.96.9","Stone Seal, uncertain. 1947.96.9","1947.96.9","","","","","","","Islamic","","","","","","","","","","Stone","","al-`izza / Lillah","","Seal","","","uncertain","","","","","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1975.93.686","Glass Weight, NE Africa, 1101 - 1130. 1975.93.686","1975.93.686","al-Amir","","","","","","Islamic","14.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.371","NE Africa","","","0.66","1101|1130","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1992.116.1255"," Coin, Syria, 1948 - 1992. 1992.116.1255","1992.116.1255","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1991.79.16","Nz 100 lira, SE Europe, 1984. 1991.79.16","1991.79.16","","","","","","100 lira","Islamic","30.0","Turkey--Republic","","CE","","","","","","Nz","","","","Coin","","KM.967","SE Europe","","","","1984","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1944.100.73336","Stone Seal, Mashriq, AD 224 - 652. 1944.100.73336","1944.100.73336","","","","","","","Islamic","","Sasanian","","","","","","","","Stone","","","scorpion","Seal","","","Mashriq","","","","224|652","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1986.100.13","Copper mil, Syria, 1944. 1986.100.13","1986.100.13","","","","","","mil","Islamic","","Palestine--British","","CE","","","","","","Copper","","","","Coin","","","Syria","","","","1944","2016-08-02T19:13:07Z"
"http://numismatics.org/search/id/1954.159.123","Glass Weight, NE Africa, 1036 - 1094. 1954.159.123","1954.159.123","al-Mustansir","","","","","","Islamic","23.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.298","NE Africa","","","2.96","1036|1094","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1956.8.172","Glass Weight, NE Africa, 1240 - 1400. 1956.8.172","1956.8.172","`Ali al-Shuwaykh","","","","","","Islamic","31.0","Mamluk glass","","","","","","","","Glass","","center: `Ali; margin: al-Shuwaykh","","Weight","","","NE Africa","","","8.723","1240|1400","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1965.20.14","Copper 10 shahi, Mashriq, 1935 - 1936. 1965.20.14","1965.20.14","","","","","","10 shahi","Islamic","","Iran--Kingdom","","SH","","","","","","Copper","","","","Coin","","KM.92","Mashriq","","","","1935|1936","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1993.84.4","Glass nisf ratl lahm, NE Africa, 725 - 734. 1993.84.4","1993.84.4","`Ubayd Allah b. al-Habhab","","","","","nisf ratl lahm","Islamic","","Umayyad glass","","","","","","","","Glass","","mimma amara / `Ubayd Allah ibn / al-Habhab nisf / ratl lam / waf","","Weight","","","NE Africa","","","","725|734","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1975.93.722","Glass Weight, NE Africa, 1130 - 1131. 1975.93.722","1975.93.722","al-Muntazar","","","","","","Islamic","21.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.396","NE Africa","","","2.55","1130|1131","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1975.93.538","Glass Weight, NE Africa, 1036 - 1094. 1975.93.538","1975.93.538","al-Mustansir","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.273","NE Africa","","","1.47","1036|1094","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1998.25.974","Gc dinar, nm, 1250 - 1517. 1998.25.974","1998.25.974","","","","","","dinar","Islamic","21.0","Mamluk","","","","","","","","Gc","nm","","","Coin","","","NE Africa","","","3.443","1250|1517","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1978.234.1","Lead Seal, Mashriq, 750 - 815. 1978.234.1","1978.234.1","","","","","","","Islamic","","`Abbasid","","H","","","","","","Lead","","","","Seal","","","Mashriq","","","","750|815","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1975.93.755","Glass Weight, NE Africa, 1149 - 1154. 1975.93.755","1975.93.755","al-Zafir","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.412","NE Africa","","","1.49","1149|1154","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1956.8.86","Glass Weight, NE Africa, 1036 - 1094. 1956.8.86","1956.8.86","al-Mustansir","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.309","NE Africa","","","2.98","1036|1094","2016-08-02T19:13:08Z"
"http://numismatics.org/search/id/1992.116.538"," Coin, Syria, 1948 - 1992. 1992.116.538","1992.116.538","","","","","","","Islamic","","Israel","","","","","","","","","","","","Coin","","","Syria","","","","1948|1992","2016-08-02T19:13:08Z"
