"URI","Title","RecordId","Authority","Coin Type URI","Date on Object","Degree","Deity","Denomination","Department","Diameter","Dynasty","Engraver","Era","Findspot","Findspot URI","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Weight","Year","Date Record Modified"
"http://numismatics.org/search/id/1944.100.73346","Clay Tablet, Mesopotamia, 2100 BC - 2000 BC. 1944.100.73346","1944.100.73346","","","","","","","Islamic","","","","","","","","","manuscript","Clay","","","","Tablet","","","Mesopotamia","","","","-2100|-2000","2016-10-21T21:57:27Z"
"http://numismatics.org/search/id/1946.134.1","Glass Weight, NE Africa, 953 - 975. 1946.134.1","1946.134.1","al-Mu`izz","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.14","NE Africa","","","0.75","953|975","2016-10-21T22:00:38Z"
"http://numismatics.org/search/id/1946.134.2","Glass Weight, NE Africa, 975 - 996. 1946.134.2","1946.134.2","al-`Aziz","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.49","NE Africa","","","5.42","975|996","2016-10-21T22:00:38Z"
"http://numismatics.org/search/id/1944.100.52684","Glass Coin weight, NE Africa, 953 - 975. 1944.100.52684","1944.100.52684","al-Mu`izz","","","","","","Islamic","22.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.24","NE Africa","","","2.76","953|975","2016-10-21T21:57:03Z"
"http://numismatics.org/search/id/1944.100.52686","Glass Coin weight, NE Africa, 975 - 996. 1944.100.52686","1944.100.52686","al-`Aziz","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.38","NE Africa","","","4.16","975|996","2016-10-21T21:57:03Z"
"http://numismatics.org/search/id/1923.150.167","Glass Weight, NE Africa, 953 - 975. 1923.150.167","1923.150.167","al-Mu`izz","","","","","","Islamic","18.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.16","NE Africa","","","1.46","953|975","2016-10-21T21:48:28Z"
"http://numismatics.org/search/id/1923.150.168","Glass Weight, NE Africa, 953 - 975. 1923.150.168","1923.150.168","al-Mu`izz","","","","","","Islamic","14.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.17","NE Africa","","","0.76","953|975","2016-10-21T21:48:28Z"
"http://numismatics.org/search/id/1923.150.169","Glass Weight, NE Africa, 975 - 996. 1923.150.169","1923.150.169","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.29","NE Africa","","","3.66","975|996","2016-10-21T21:48:28Z"
"http://numismatics.org/search/id/1931.152.8","Glass Weight, NE Africa, 975 - 996. 1931.152.8","1931.152.8","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","4.16","975|996","2016-10-21T21:48:40Z"
"http://numismatics.org/search/id/1933.48.1","Glass Weight, NE Africa, 975 - 996. 1933.48.1","1933.48.1","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.44","NE Africa","","","4.2","975|996","2016-10-21T21:48:42Z"
"http://numismatics.org/search/id/0000.999.23389","Glass Coin weight, NE Africa, 953 - 975. 0000.999.23389","0000.999.23389","al-Mu`izz","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.14","NE Africa","","","1.45","953|975","2016-10-21T21:47:02Z"
"http://numismatics.org/search/id/0000.999.23394","Glass Coin weight, NE Africa, 975 - 996. 0000.999.23394","0000.999.23394","al-`Aziz","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.35","NE Africa","","","1.44","975|996","2016-10-21T21:47:02Z"
"http://numismatics.org/search/id/0000.999.23395","Glass Coin weight, NE Africa, 975 - 996. 0000.999.23395","0000.999.23395","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.38","NE Africa","","","3.85","975|996","2016-10-21T21:47:02Z"
"http://numismatics.org/search/id/0000.999.23396","Glass Coin weight, NE Africa, 975 - 996. 0000.999.23396","0000.999.23396","al-`Aziz","","","","","","Islamic","20.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.39","NE Africa","","","2.92","975|996","2016-10-21T21:47:02Z"
"http://numismatics.org/search/id/0000.999.23397","Glass Coin weight, NE Africa, 975 - 996. 0000.999.23397","0000.999.23397","al-`Aziz","","","","","","Islamic","19.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.39","NE Africa","","","2.32","975|996","2016-10-21T21:47:02Z"
"http://numismatics.org/search/id/1911.27.41","Glass Weight, NE Africa, 975 - 996. 1911.27.41","1911.27.41","al-`Aziz","","","","","","Islamic","21.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.33","NE Africa","","","2.93","975|996","2016-10-21T21:47:57Z"
"http://numismatics.org/search/id/1911.27.42","Glass Weight, NE Africa, 975 - 996. 1911.27.42","1911.27.42","al-`Aziz","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.49","NE Africa","","","5.65","975|996","2016-10-21T21:47:57Z"
"http://numismatics.org/search/id/1911.27.67","Glass Weight, NE Africa, 953 - 975. 1911.27.67","1911.27.67","al-Mu`izz","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.12","NE Africa","","","5.79","953|975","2016-10-21T21:47:57Z"
"http://numismatics.org/search/id/1913.91.1","Clay Tablet, Mesopotamia, 2100 BC - 2000 BC. 1913.91.1","1913.91.1","","","","","","","Islamic","","","","","","","","","manuscript","Clay","","𒐊𒂆𒆬𒌓/ 𒂍𒁮𒃼𒋫/ 𒈧𒁮𒃼𒂷𒂷𒉈/ 𒈬𒈾𒊏𒌓𒁺/ 𒈬𒎙𒄰𒐈𒂆𒆬/𒈠𒊏𒀭𒋧/ 𒐁𒐈𒊺𒄥𒈗/ 𒊺𒀀𒊮𒊕𒆕/ 𒂍𒍣𒉌𒍝𒋫𒋗/𒁀𒊏𒀭𒋢𒁍/ 𒐀𒄥𒀀𒇒𒉚𒈨𒋧[𒈬𒁕]𒄰","","Tablet","","","Mesopotamia","𒀀𒀀𒆗𒆷/ 𒌉𒅇𒈠𒉌/ 𒋗𒁀𒋾/ 𒈫𒌆𒃻𒇴/ 𒆬𒁉𒁹𒂆𒆬/ 𒁹𒍏𒊺𒌴/ 𒆠𒇲𒌋𒂆𒍏/ 𒈬𒁺𒌓𒐌𒄰𒁉/𒅎/ 𒆕𒀀{𒁉}𒁉/ 𒆠𒈗𒆬𒂵𒉌/𒋫/ 𒌑𒌆𒃶𒁺/ 𒋗𒁀𒋾","","","-2100|-2000","2016-10-21T21:48:00Z"
"http://numismatics.org/search/id/1917.215.3957","Glass Coin weight, NE Africa, 975 - 996. 1917.215.3957","1917.215.3957","al-`Aziz","","","","","","Islamic","20.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.39","NE Africa","","","2.93","975|996","2016-10-21T21:48:05Z"
"http://numismatics.org/search/id/1917.215.3958","Glass Coin weight, NE Africa, 975 - 996. 1917.215.3958","1917.215.3958","al-`Aziz","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.42","NE Africa","","","1.05","975|996","2016-10-21T21:48:05Z"
"http://numismatics.org/search/id/1917.215.3959","Glass Coin weight, NE Africa, 975 - 996. 1917.215.3959","1917.215.3959","al-`Aziz","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.42","NE Africa","","","1.02","975|996","2016-10-21T21:48:05Z"
"http://numismatics.org/search/id/1917.215.3960","Glass Coin weight, NE Africa, 975 - 996. 1917.215.3960","1917.215.3960","al-`Aziz","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.44","NE Africa","","","4.19","975|996","2016-10-21T21:48:05Z"
"http://numismatics.org/search/id/1917.215.3991","Glass Coin weight, NE Africa, 975 - 996. 1917.215.3991","1917.215.3991","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.38","NE Africa","","","4.18","975|996","2016-10-21T21:48:05Z"
"http://numismatics.org/search/id/1917.216.4023","Glass Coin weight, NE Africa, 953 - 975. 1917.216.4023","1917.216.4023","al-Mu`izz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.25","NE Africa","","","5.73","953|975","2016-10-21T21:48:07Z"
"http://numismatics.org/search/id/1917.216.4024","Glass Coin weight, NE Africa, 975 - 996. 1917.216.4024","1917.216.4024","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.43","NE Africa","","","4.2","975|996","2016-10-21T21:48:07Z"
"http://numismatics.org/search/id/1917.216.4025","Glass Coin weight, NE Africa, 975 - 996. 1917.216.4025","1917.216.4025","al-`Aziz","","","","","","Islamic","","Fatimid glass","","","","","","","","Glass","","","","Coin weight","","B.43","NE Africa","","","","975|996","2016-10-21T21:48:07Z"
"http://numismatics.org/search/id/1917.999.25","Glass Coin, Maghrib, 909 - 934. 1917.999.25","1917.999.25","al-Mahdi","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Coin","","B.5","Maghrib","","","1.43","909|934","2016-10-21T21:48:08Z"
"http://numismatics.org/search/id/1975.93.100","Glass Weight, NE Africa, 953 - 975. 1975.93.100","1975.93.100","al-Mu`izz","","","","","","Islamic","22.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.23","NE Africa","","","2.86","953|975","2016-10-21T22:05:51Z"
"http://numismatics.org/search/id/1975.93.101","Glass Weight, NE Africa, 953 - 975. 1975.93.101","1975.93.101","al-Mu`izz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.26","NE Africa","","","5.8","953|975","2016-10-21T22:05:51Z"
"http://numismatics.org/search/id/1975.93.102","Glass Weight, NE Africa, 953 - 975. 1975.93.102","1975.93.102","al-Mu`izz","","","","","","Islamic","23.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.26","NE Africa","","","2.87","953|975","2016-10-21T22:05:51Z"
"http://numismatics.org/search/id/1975.93.103","Glass Weight, NE Africa, 953 - 975. 1975.93.103","1975.93.103","al-Mu`izz","","","","","","Islamic","21.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.26","NE Africa","","","2.85","953|975","2016-10-21T22:05:51Z"
"http://numismatics.org/search/id/1975.93.104","Glass Weight, NE Africa, 953 - 975. 1975.93.104","1975.93.104","al-Mu`izz","","","","","","Islamic","","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.26","NE Africa","","","","953|975","2016-10-21T22:05:51Z"
"http://numismatics.org/search/id/1975.93.105","Glass Weight, NE Africa, 953 - 975. 1975.93.105","1975.93.105","al-Mu`izz","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.27","NE Africa","","","1.45","953|975","2016-10-21T22:05:51Z"
"http://numismatics.org/search/id/1975.93.106","Glass Weight, NE Africa, 975 - 996. 1975.93.106","1975.93.106","al-`Aziz","","","","","","Islamic","33.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.28","NE Africa","","","8.25","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.107","Glass Weight, NE Africa, 975 - 996. 1975.93.107","1975.93.107","al-`Aziz","","","","","","Islamic","33.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.28","NE Africa","","","8.12","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.108","Glass Weight, NE Africa, 975 - 996. 1975.93.108","1975.93.108","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.28","NE Africa","","","4.15","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.109","Glass Weight, NE Africa, 975 - 996. 1975.93.109","1975.93.109","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.29","NE Africa","","","4.15","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.110","Glass Weight, NE Africa, 975 - 996. 1975.93.110","1975.93.110","al-`Aziz","","","","","","Islamic","29.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.29","NE Africa","","","4.02","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.111","Glass Weight, NE Africa, 975 - 996. 1975.93.111","1975.93.111","al-`Aziz","","","","","","Islamic","","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.29","NE Africa","","","","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.112","Glass Weight, NE Africa, 975 - 996. 1975.93.112","1975.93.112","al-`Aziz","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.31","NE Africa","","","1.03","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.113","Glass Weight, NE Africa, 975 - 996. 1975.93.113","1975.93.113","al-`Aziz","","","","","","Islamic","23.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.32","NE Africa","","","2.86","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.114","Glass Weight, NE Africa, 975 - 996. 1975.93.114","1975.93.114","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.33","NE Africa","","","5.9","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.115","Glass Weight, NE Africa, 975 - 996. 1975.93.115","1975.93.115","al-`Aziz","","","","","","Islamic","23.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.33","NE Africa","","","2.96","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.116","Glass Weight, NE Africa, 975 - 996. 1975.93.116","1975.93.116","al-`Aziz","","","","","","Islamic","21.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.33","NE Africa","","","2.94","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.117","Glass Weight, NE Africa, 975 - 996. 1975.93.117","1975.93.117","al-`Aziz","","","","","","Islamic","21.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.33","NE Africa","","","2.93","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.118","Glass Weight, NE Africa, 975 - 996. 1975.93.118","1975.93.118","al-`Aziz","","","","","","Islamic","22.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.33","NE Africa","","","2.93","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.119","Glass Weight, NE Africa, 975 - 996. 1975.93.119","1975.93.119","al-`Aziz","","","","","","Islamic","18.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.35","NE Africa","","","1.42","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.120","Glass Weight, NE Africa, 975 - 996. 1975.93.120","1975.93.120","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.36","NE Africa","","","5.76","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.121","Glass Weight, NE Africa, 975 - 996. 1975.93.121","1975.93.121","al-`Aziz","","","","","","Islamic","28.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.37","NE Africa","","","4.15","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.122","Glass Weight, NE Africa, 975 - 996. 1975.93.122","1975.93.122","al-`Aziz","","","","","","Islamic","32.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.38","NE Africa","","","8.35","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.123","Glass Weight, NE Africa, 975 - 996. 1975.93.123","1975.93.123","al-`Aziz","","","","","","Islamic","28.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.38","NE Africa","","","4.17","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.124","Glass Weight, NE Africa, 975 - 996. 1975.93.124","1975.93.124","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.38","NE Africa","","","4.09","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.125","Glass Weight, NE Africa, 975 - 996. 1975.93.125","1975.93.125","al-`Aziz","","","","","","Islamic","21.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.38","NE Africa","","","2.83","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.126","Glass Weight, NE Africa, 975 - 996. 1975.93.126","1975.93.126","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.41","NE Africa","","","5.87","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.127","Glass Weight, NE Africa, 975 - 996. 1975.93.127","1975.93.127","al-`Aziz","","","","","","Islamic","17.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.41","NE Africa","","","1.04","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.128","Glass Weight, NE Africa, 975 - 996. 1975.93.128","1975.93.128","al-`Aziz","","","","","","Islamic","32.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","8.35","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.129","Glass Weight, NE Africa, 975 - 996. 1975.93.129","1975.93.129","al-`Aziz","","","","","","Islamic","34.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","8.32","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.130","Glass Weight, NE Africa, 975 - 996. 1975.93.130","1975.93.130","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","4.18","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.131","Glass Weight, NE Africa, 975 - 996. 1975.93.131","1975.93.131","al-`Aziz","","","","","","Islamic","30.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","4.14","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.132","Glass Weight, NE Africa, 975 - 996. 1975.93.132","1975.93.132","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","4.12","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.133","Glass Weight, NE Africa, 975 - 996. 1975.93.133","1975.93.133","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","4.05","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.134","Glass Weight, NE Africa, 975 - 996. 1975.93.134","1975.93.134","al-`Aziz","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","1.08","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.135","Glass Weight, NE Africa, 975 - 996. 1975.93.135","1975.93.135","al-`Aziz","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","1.05","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.136","Glass Weight, NE Africa, 975 - 996. 1975.93.136","1975.93.136","al-`Aziz","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.43","NE Africa","","","0.99","975|996","2016-10-21T22:05:52Z"
"http://numismatics.org/search/id/1975.93.137","Glass Weight, NE Africa, 975 - 996. 1975.93.137","1975.93.137","al-`Aziz","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.45","NE Africa","","","5.8","975|996","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.138","Glass Weight, NE Africa, 975 - 996. 1975.93.138","1975.93.138","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.45","NE Africa","","","5.79","975|996","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.139","Glass Weight, NE Africa, 975 - 996. 1975.93.139","1975.93.139","al-`Aziz","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.45","NE Africa","","","5.74","975|996","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.140","Glass Weight, NE Africa, 975 - 996. 1975.93.140","1975.93.140","al-`Aziz","","","","","","Islamic","20.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.45","NE Africa","","","2.85","975|996","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.141","Glass Weight, NE Africa, 975 - 996. 1975.93.141","1975.93.141","al-`Aziz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.46","NE Africa","","","5.72","975|996","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.142","Glass Weight, NE Africa, 975 - 996. 1975.93.142","1975.93.142","al-`Aziz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.49","NE Africa","","","5.72","975|996","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.143","Glass Weight, NE Africa, 975 - 996. 1975.93.143","1975.93.143","al-`Aziz","","","","","","Islamic","28.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.49","NE Africa","","","5.56","975|996","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.5","Glass dinar, NE Africa, 968 - 976. 1975.93.5","1975.93.5","al-Imam Ma`add|al-Qadi Ahmad b. al-Qasim b. Abi'l-Manhal","","","","","dinar","Islamic","26.0","Fatimid glass","","H","","","","","","Glass","","","","Weight","","B.18","NE Africa","","","4.171","968|976","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.78","Glass Weight, Maghrib, 909 - 934. 1975.93.78","1975.93.78","al-Mahdi","","","","","","Islamic","17.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.4","Maghrib","","","1.52","909|934","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.79","Glass Weight, Maghrib, 909 - 934. 1975.93.79","1975.93.79","al-Mahdi","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.4","Maghrib","","","5.62","909|934","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.80","Glass Weight, Maghrib, 909 - 934. 1975.93.80","1975.93.80","al-Mahdi","","","","","","Islamic","21.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.4","Maghrib","","","2.9","909|934","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.81","Glass Weight, Maghrib, 934 - 946. 1975.93.81","1975.93.81","al-Qa'im","","","","","","Islamic","21.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.6","Maghrib","","","2.86","934|946","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.82","Glass Weight, NE Africa, 953 - 975. 1975.93.82","1975.93.82","al-Mu`izz","","","","","","Islamic","25.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.12","NE Africa","","","5.85","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.83","Glass Weight, NE Africa, 953 - 975. 1975.93.83","1975.93.83","al-Mu`izz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.12","NE Africa","","","5.81","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.84","Glass Weight, NE Africa, 953 - 975. 1975.93.84","1975.93.84","al-Mu`izz","","","","","","Islamic","29.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.12","NE Africa","","","5.77","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.85","Glass Weight, NE Africa, 953 - 975. 1975.93.85","1975.93.85","al-Mu`izz","","","","","","Islamic","22.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.13","NE Africa","","","2.9","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.86","Glass Weight, NE Africa, 953 - 975. 1975.93.86","1975.93.86","al-Mu`izz","","","","","","Islamic","22.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.13","NE Africa","","","2.84","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.87","Glass Weight, NE Africa, 953 - 975. 1975.93.87","1975.93.87","al-Mu`izz","","","","","","Islamic","15.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.14","NE Africa","","","0.8","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.88","Glass Weight, NE Africa, 953 - 975. 1975.93.88","1975.93.88","al-Mu`izz","","","","","","Islamic","18.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.16","NE Africa","","","1.42","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.89","Glass Weight, NE Africa, 953 - 975. 1975.93.89","1975.93.89","al-Mu`izz","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.17","NE Africa","","","1.49","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.90","Glass Weight, NE Africa, 953 - 975. 1975.93.90","1975.93.90","al-Mu`izz","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.17","NE Africa","","","1.46","953|975","2016-10-21T22:05:53Z"
"http://numismatics.org/search/id/1975.93.91","Glass Weight, NE Africa, 953 - 975. 1975.93.91","1975.93.91","al-Mu`izz","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.17","NE Africa","","","1.4","953|975","2016-10-21T22:05:54Z"
"http://numismatics.org/search/id/1975.93.92","Glass Weight, NE Africa, 953 - 975. 1975.93.92","1975.93.92","al-Mu`izz","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.17","NE Africa","","","1.34","953|975","2016-10-21T22:05:54Z"
"http://numismatics.org/search/id/1975.93.93","Glass Weight, NE Africa, 953 - 975. 1975.93.93","1975.93.93","al-Mu`izz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.19","NE Africa","","","2.78","953|975","2016-10-21T22:05:54Z"
"http://numismatics.org/search/id/1975.93.94","Glass Weight, NE Africa, 953 - 975. 1975.93.94","1975.93.94","al-Mu`izz","","","","","","Islamic","27.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.19","NE Africa","","","2.78","953|975","2016-10-21T22:05:54Z"
"http://numismatics.org/search/id/1975.93.95","Glass Weight, NE Africa, 953 - 975. 1975.93.95","1975.93.95","al-Mu`izz","","","","","","Islamic","26.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.19","NE Africa","","","2.65","953|975","2016-10-21T22:05:54Z"
"http://numismatics.org/search/id/1975.93.96","Glass Weight, NE Africa, 953 - 975. 1975.93.96","1975.93.96","al-Mu`izz","","","","","","Islamic","16.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.21","NE Africa","","","1.42","953|975","2016-10-21T22:05:54Z"
"http://numismatics.org/search/id/1975.93.97","Glass Weight, NE Africa, 953 - 975. 1975.93.97","1975.93.97","al-Mu`izz","","","","","","Islamic","13.0","Fatimid glass","","","","","","","","Glass","","","","Weight","","B.21","NE Africa","","","1.0","953|975","2016-10-21T22:05:54Z"
